"Date";"Time";"Script";"ScriptVersion";"Event"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of AIP today"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of AIP tomorrow"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Collect statistics of ANWB electric"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of ANWB today"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of ANWB tomorrow"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Collect statistics of EE electric"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of EE today"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Publish statistics of EE tomorrow"
"2023-03-25";"20:32:04";"_DynamicTariff2MQTT_";;"Collect statistics of EVO electric"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of EVO today"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of EVO tomorrow"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Collect statistics of Exchange electric"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of Exchange today"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of Exchange tomorrow"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Collect statistics of EZ electric"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of EZ today"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of EZ tomorrow"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Collect statistics of FR electric"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of FR today"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of FR tomorrow"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Collect statistics of GSL electric"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of GSL today"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Publish statistics of GSL tomorrow"
"2023-03-25";"20:32:05";"_DynamicTariff2MQTT_";;"Collect statistics of MDE electric"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of MDE today"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of MDE tomorrow"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Collect statistics of NE electric"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of NE today"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of NE tomorrow"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Collect statistics of TI electric"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of TI today"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of TI tomorrow"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Collect statistics of VON electric"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of VON today"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of VON tomorrow"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Collect statistics of ZG electric"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of ZG today"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Publish statistics of ZG tomorrow"
"2023-03-25";"20:32:06";"_DynamicTariff2MQTT_";;"Collect statistics of ZP electric"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Publish statistics of ZP today"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Publish statistics of ZP tomorrow"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Publish gas statistics"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Collect statistics of AIP gas"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:07";"_DynamicTariff2MQTT_";;"Publish statistics of AIP gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of ANWB gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of ANWB gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of EE gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of EE gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of EGSI gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of EGSI gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of EOD gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of EOD gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of EVO gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of EVO gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Collect statistics of EZ gas"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:08";"_DynamicTariff2MQTT_";;"Publish statistics of EZ gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of FR gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of FR gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of GSL gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of GSL gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of MDE gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of MDE gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of NE gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of NE gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of VON gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of VON gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of ZG gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of ZG gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Collect statistics of ZP gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Get-Statistics | Gas price of tomorrow is available, add it to the statistics"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish statistics of ZP gas"
"2023-03-25";"20:32:09";"_DynamicTariff2MQTT_";;"Publish total statistics"
"2023-03-25";"20:32:10";"_DynamicTariff2MQTT_";;"End of function app"
